항목,단위,성별,연령대,백분위,값,근거
BMI,kg/m²,남,19세이하,1,14.7,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,2,15.5,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,3,16.2,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,4,16.9,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,5,17.6,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,6,18.4,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,7,18.6,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,8,18.7,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,9,18.8,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,10,19,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,11,19.1,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,12,19.2,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,13,19.3,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,14,19.5,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,15,19.6,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,16,19.7,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,17,19.8,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,18,19.9,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,19,20.1,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,20,20.2,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,21,20.3,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,22,20.4,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,23,20.6,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,24,20.7,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,25,20.8,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,26,20.9,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,27,21,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,28,21.2,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,29,21.3,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,30,21.4,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,31,21.5,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,32,21.7,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,33,21.8,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,34,21.9,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,35,22,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,36,22.1,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,37,22.3,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,38,22.4,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,39,22.5,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,40,22.6,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,41,22.7,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,42,22.9,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,43,23,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,44,23.1,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,45,23.2,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,46,23.4,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,47,23.5,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,48,23.6,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,49,23.7,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,50,23.8,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,51,24,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,52,24.1,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,53,24.2,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,54,24.3,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,55,24.5,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,56,24.6,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,57,24.7,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,58,24.8,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,59,24.9,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,60,25.1,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,61,25.3,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,62,25.5,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,63,25.7,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,64,25.9,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,65,26.1,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,66,26.3,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,67,26.5,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,68,26.7,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,69,26.9,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,70,27.1,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,71,27.3,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,72,27.5,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,73,27.7,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,74,27.8,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,75,28,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,76,28.2,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,77,28.4,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,78,28.6,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,79,28.8,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,80,29,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,81,29.2,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,82,29.4,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,83,29.6,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,84,29.8,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,85,30,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,86,30.7,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,87,31.4,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,88,32.2,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,89,32.9,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,90,33.6,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,91,34.3,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,92,35,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,93,35.7,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,94,36.4,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,95,37.1,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,96,37.9,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,97,38.6,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,98,39.3,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,99,40,통계연보 구간분포 보간
BMI,kg/m²,남,19세이하,100,50,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,1,14.4,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,2,14.7,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,3,15.1,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,4,15.5,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,5,15.9,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,6,16.2,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,7,16.6,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,8,17,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,9,17.4,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,10,17.7,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,11,18.1,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,12,18.5,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,13,18.6,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,14,18.7,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,15,18.8,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,16,18.9,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,17,19,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,18,19.1,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,19,19.2,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,20,19.3,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,21,19.4,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,22,19.5,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,23,19.6,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,24,19.7,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,25,19.8,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,26,19.9,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,27,20,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,28,20.1,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,29,20.2,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,30,20.3,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,31,20.4,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,32,20.5,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,33,20.6,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,34,20.8,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,35,20.9,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,36,21,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,37,21.1,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,38,21.2,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,39,21.3,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,40,21.4,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,41,21.5,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,42,21.6,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,43,21.7,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,44,21.8,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,45,21.9,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,46,22,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,47,22.1,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,48,22.2,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,49,22.3,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,50,22.4,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,51,22.5,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,52,22.6,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,53,22.7,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,54,22.8,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,55,22.9,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,56,23,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,57,23.1,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,58,23.2,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,59,23.3,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,60,23.4,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,61,23.5,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,62,23.6,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,63,23.7,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,64,23.8,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,65,23.9,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,66,24,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,67,24.1,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,68,24.2,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,69,24.3,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,70,24.4,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,71,24.5,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,72,24.6,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,73,24.7,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,74,24.8,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,75,24.9,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,76,25.2,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,77,25.5,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,78,25.8,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,79,26.1,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,80,26.4,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,81,26.7,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,82,27.1,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,83,27.4,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,84,27.7,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,85,28,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,86,28.3,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,87,28.6,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,88,29,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,89,29.3,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,90,29.6,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,91,29.9,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,92,30.9,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,93,32.1,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,94,33.4,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,95,34.6,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,96,35.9,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,97,37.1,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,98,38.3,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,99,39.6,통계연보 구간분포 보간
BMI,kg/m²,여,19세이하,100,50,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,1,15,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,2,16,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,3,17,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,4,18,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,5,18.6,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,6,18.7,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,7,18.8,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,8,18.9,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,9,19,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,10,19.1,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,11,19.3,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,12,19.4,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,13,19.5,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,14,19.6,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,15,19.7,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,16,19.9,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,17,20,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,18,20.1,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,19,20.2,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,20,20.3,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,21,20.5,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,22,20.6,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,23,20.7,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,24,20.8,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,25,20.9,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,26,21,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,27,21.2,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,28,21.3,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,29,21.4,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,30,21.5,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,31,21.6,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,32,21.8,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,33,21.9,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,34,22,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,35,22.1,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,36,22.2,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,37,22.4,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,38,22.5,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,39,22.6,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,40,22.7,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,41,22.8,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,42,22.9,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,43,23.1,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,44,23.2,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,45,23.3,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,46,23.4,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,47,23.5,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,48,23.7,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,49,23.8,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,50,23.9,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,51,24,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,52,24.1,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,53,24.3,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,54,24.4,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,55,24.5,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,56,24.6,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,57,24.7,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,58,24.8,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,59,25,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,60,25.1,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,61,25.3,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,62,25.5,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,63,25.6,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,64,25.8,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,65,26,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,66,26.2,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,67,26.3,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,68,26.5,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,69,26.7,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,70,26.9,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,71,27,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,72,27.2,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,73,27.4,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,74,27.6,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,75,27.7,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,76,27.9,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,77,28.1,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,78,28.3,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,79,28.4,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,80,28.6,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,81,28.8,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,82,29,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,83,29.1,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,84,29.3,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,85,29.5,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,86,29.7,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,87,29.8,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,88,30.1,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,89,30.9,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,90,31.8,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,91,32.7,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,92,33.6,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,93,34.5,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,94,35.3,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,95,36.2,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,96,37.1,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,97,38,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,98,38.9,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,99,39.8,통계연보 구간분포 보간
BMI,kg/m²,남,20~24세,100,50,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,1,14.3,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,2,14.6,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,3,14.9,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,4,15.3,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,5,15.6,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,6,15.9,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,7,16.2,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,8,16.5,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,9,16.8,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,10,17.1,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,11,17.4,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,12,17.8,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,13,18.1,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,14,18.4,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,15,18.6,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,16,18.7,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,17,18.8,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,18,18.9,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,19,19,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,20,19.1,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,21,19.1,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,22,19.2,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,23,19.3,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,24,19.4,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,25,19.5,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,26,19.6,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,27,19.7,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,28,19.8,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,29,19.9,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,30,20,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,31,20.1,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,32,20.2,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,33,20.3,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,34,20.4,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,35,20.5,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,36,20.6,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,37,20.7,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,38,20.8,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,39,20.9,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,40,21,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,41,21.1,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,42,21.2,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,43,21.3,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,44,21.4,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,45,21.5,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,46,21.6,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,47,21.7,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,48,21.8,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,49,21.9,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,50,22,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,51,22.1,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,52,22.2,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,53,22.3,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,54,22.4,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,55,22.5,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,56,22.6,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,57,22.7,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,58,22.8,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,59,22.9,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,60,23,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,61,23.1,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,62,23.2,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,63,23.2,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,64,23.3,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,65,23.4,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,66,23.5,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,67,23.6,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,68,23.7,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,69,23.8,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,70,23.9,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,71,24,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,72,24.1,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,73,24.2,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,74,24.3,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,75,24.4,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,76,24.5,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,77,24.6,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,78,24.7,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,79,24.8,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,80,24.9,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,81,25,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,82,25.4,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,83,25.8,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,84,26.2,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,85,26.6,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,86,26.9,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,87,27.3,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,88,27.7,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,89,28.1,통계연보 구간분포 보간
BMI,kg/m²,여,20~24세,90,28.5,통계연보 구간분포 보간
