항목,단위,성별,연령대,백분위,값,근거
BMI,kg/m²,남,70~74세,15,20,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,16,20.1,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,17,20.2,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,18,20.3,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,19,20.4,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,20,20.5,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,21,20.6,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,22,20.8,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,23,20.9,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,24,21,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,25,21.1,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,26,21.2,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,27,21.3,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,28,21.4,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,29,21.6,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,30,21.7,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,31,21.8,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,32,21.9,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,33,22,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,34,22.1,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,35,22.2,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,36,22.3,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,37,22.5,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,38,22.6,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,39,22.7,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,40,22.8,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,41,22.9,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,42,23,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,43,23.1,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,44,23.2,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,45,23.4,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,46,23.5,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,47,23.6,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,48,23.7,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,49,23.8,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,50,23.9,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,51,24,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,52,24.1,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,53,24.3,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,54,24.4,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,55,24.5,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,56,24.6,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,57,24.7,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,58,24.8,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,59,24.9,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,60,25,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,61,25.2,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,62,25.3,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,63,25.5,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,64,25.6,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,65,25.7,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,66,25.9,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,67,26,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,68,26.1,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,69,26.3,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,70,26.4,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,71,26.5,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,72,26.7,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,73,26.8,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,74,26.9,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,75,27.1,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,76,27.2,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,77,27.3,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,78,27.5,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,79,27.6,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,80,27.7,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,81,27.9,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,82,28,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,83,28.1,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,84,28.3,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,85,28.4,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,86,28.6,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,87,28.7,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,88,28.8,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,89,29,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,90,29.1,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,91,29.2,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,92,29.4,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,93,29.5,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,94,29.6,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,95,29.8,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,96,29.9,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,97,30.8,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,98,33.9,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,99,37,통계연보 구간분포 보간
BMI,kg/m²,남,70~74세,100,50,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,1,15.9,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,2,17.8,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,3,18.6,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,4,18.7,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,5,18.8,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,6,18.9,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,7,19,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,8,19.1,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,9,19.2,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,10,19.4,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,11,19.5,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,12,19.6,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,13,19.7,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,14,19.8,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,15,19.9,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,16,20,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,17,20.2,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,18,20.3,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,19,20.4,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,20,20.5,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,21,20.6,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,22,20.7,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,23,20.8,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,24,20.9,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,25,21.1,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,26,21.2,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,27,21.3,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,28,21.4,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,29,21.5,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,30,21.6,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,31,21.7,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,32,21.8,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,33,22,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,34,22.1,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,35,22.2,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,36,22.3,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,37,22.4,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,38,22.5,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,39,22.6,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,40,22.7,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,41,22.9,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,42,23,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,43,23.1,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,44,23.2,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,45,23.3,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,46,23.4,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,47,23.5,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,48,23.7,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,49,23.8,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,50,23.9,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,51,24,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,52,24.1,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,53,24.2,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,54,24.3,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,55,24.4,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,56,24.6,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,57,24.7,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,58,24.8,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,59,24.9,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,60,25,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,61,25.2,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,62,25.3,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,63,25.4,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,64,25.6,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,65,25.7,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,66,25.9,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,67,26,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,68,26.2,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,69,26.3,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,70,26.5,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,71,26.6,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,72,26.8,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,73,26.9,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,74,27.1,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,75,27.2,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,76,27.3,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,77,27.5,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,78,27.6,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,79,27.8,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,80,27.9,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,81,28.1,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,82,28.2,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,83,28.4,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,84,28.5,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,85,28.7,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,86,28.8,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,87,29,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,88,29.1,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,89,29.2,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,90,29.4,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,91,29.5,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,92,29.7,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,93,29.8,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,94,30,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,95,31.5,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,96,33.2,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,97,34.9,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,98,36.7,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,99,38.4,통계연보 구간분포 보간
BMI,kg/m²,여,70~74세,100,50,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,1,15.8,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,2,17.6,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,3,18.6,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,4,18.7,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,5,18.8,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,6,18.9,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,7,19,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,8,19.1,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,9,19.2,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,10,19.3,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,11,19.4,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,12,19.5,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,13,19.6,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,14,19.7,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,15,19.9,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,16,20,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,17,20.1,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,18,20.2,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,19,20.3,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,20,20.4,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,21,20.5,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,22,20.6,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,23,20.7,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,24,20.8,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,25,20.9,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,26,21.1,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,27,21.2,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,28,21.3,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,29,21.4,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,30,21.5,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,31,21.6,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,32,21.7,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,33,21.8,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,34,21.9,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,35,22,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,36,22.1,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,37,22.3,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,38,22.4,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,39,22.5,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,40,22.6,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,41,22.7,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,42,22.8,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,43,22.9,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,44,23,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,45,23.1,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,46,23.2,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,47,23.3,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,48,23.4,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,49,23.6,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,50,23.7,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,51,23.8,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,52,23.9,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,53,24,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,54,24.1,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,55,24.2,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,56,24.3,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,57,24.4,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,58,24.5,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,59,24.6,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,60,24.8,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,61,24.9,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,62,25,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,63,25.1,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,64,25.2,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,65,25.4,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,66,25.5,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,67,25.7,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,68,25.8,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,69,26,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,70,26.1,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,71,26.2,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,72,26.4,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,73,26.5,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,74,26.7,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,75,26.8,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,76,27,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,77,27.1,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,78,27.3,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,79,27.4,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,80,27.5,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,81,27.7,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,82,27.8,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,83,28,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,84,28.1,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,85,28.3,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,86,28.4,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,87,28.5,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,88,28.7,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,89,28.8,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,90,29,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,91,29.1,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,92,29.3,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,93,29.4,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,94,29.5,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,95,29.7,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,96,29.8,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,97,30,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,98,32.9,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,99,36.5,통계연보 구간분포 보간
BMI,kg/m²,남,75~79세,100,50,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,1,15.7,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,2,17.4,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,3,18.5,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,4,18.7,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,5,18.8,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,6,18.9,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,7,19,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,8,19.1,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,9,19.2,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,10,19.4,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,11,19.5,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,12,19.6,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,13,19.7,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,14,19.8,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,15,19.9,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,16,20.1,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,17,20.2,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,18,20.3,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,19,20.4,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,20,20.5,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,21,20.6,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,22,20.7,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,23,20.9,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,24,21,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,25,21.1,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,26,21.2,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,27,21.3,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,28,21.4,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,29,21.6,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,30,21.7,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,31,21.8,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,32,21.9,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,33,22,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,34,22.1,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,35,22.3,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,36,22.4,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,37,22.5,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,38,22.6,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,39,22.7,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,40,22.8,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,41,23,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,42,23.1,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,43,23.2,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,44,23.3,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,45,23.4,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,46,23.5,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,47,23.7,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,48,23.8,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,49,23.9,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,50,24,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,51,24.1,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,52,24.2,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,53,24.4,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,54,24.5,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,55,24.6,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,56,24.7,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,57,24.8,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,58,24.9,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,59,25.1,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,60,25.2,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,61,25.3,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,62,25.5,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,63,25.6,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,64,25.8,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,65,25.9,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,66,26.1,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,67,26.2,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,68,26.3,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,69,26.5,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,70,26.6,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,71,26.8,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,72,26.9,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,73,27,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,74,27.2,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,75,27.3,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,76,27.5,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,77,27.6,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,78,27.7,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,79,27.9,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,80,28,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,81,28.2,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,82,28.3,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,83,28.4,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,84,28.6,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,85,28.7,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,86,28.9,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,87,29,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,88,29.1,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,89,29.3,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,90,29.4,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,91,29.6,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,92,29.7,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,93,29.9,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,94,30,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,95,31.6,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,96,33.3,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,97,35,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,98,36.7,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,99,38.4,통계연보 구간분포 보간
BMI,kg/m²,여,75~79세,100,50,통계연보 구간분포 보간
BMI,kg/m²,남,80~84세,1,15.2,통계연보 구간분포 보간
BMI,kg/m²,남,80~84세,2,16.5,통계연보 구간분포 보간
BMI,kg/m²,남,80~84세,3,17.7,통계연보 구간분포 보간
BMI,kg/m²,남,80~84세,4,18.5,통계연보 구간분포 보간
